topic_id	nDCG	AWRF	Score	median	min	max
187	0.6155387163162231	0.49205177978422543	0.302876920889495	0.31281877825659926	0.27425392543862404	0.4134141637550896
270	0.6316444277763367	0.42584570727500537	0.26898306809273015	0.17049131470141315	0.05455747341361031	0.38907418979509995
359	0.8668549060821533	0.48830943113325787	0.42329342606404996	0.45362191970850324	0.38028423248490123	0.5233537631882254
365	0.405872642993927	0.43188424936353864	0.17529000175662765	0.3575598496771326	0.17529000175662765	0.3832884900054575
400	0.04636435583233833	0.3317023816672642	0.015379167254055135	0.16443692575600732	0.003379344499766366	0.2521675091229893
404	0.05677745118737221	0.32561419640316247	0.018487544142195986	0.0248588791704231	0.006171377821590971	0.3848513796847834
480	0.8080938458442688	0.6973853432396278	0.5635528040539363	0.27563869259327856	0.10947365381467937	0.6285768624209049
517	0.2111034095287323	0.407703732701288	0.0860676480508328	0.23176379500827812	0.0860676480508328	0.44654550028858536
568	0.34006592631340027	0.4207500682791562	0.14308276171577766	0.28504907297610543	0.10337243696844156	0.3678282676411363
596	0.36258620023727417	0.6210079524949483	0.22516891381227297	0.22516891381227297	0.1778802744193214	0.4412974472305153
715	0.6596720218658447	0.5713051340327071	0.3768740128696933	0.35612235506320317	0.3215811710077239	0.38783806688558403
807	0.4381280243396759	0.514048268558114	0.22521895231859765	0.20601542481249033	0.1527543053823013	0.4742899895873464
834	0.5392950773239136	0.567024396846358	0.30579346594180207	0.19782754909140093	0.056138618937483786	0.3883221695672753
881	0.878707766532898	0.4801392607553203	0.42190209744306423	0.29834267349933113	0.21985746058754924	0.4490277646485727
883	0.28282269835472107	0.5646996006147621	0.15970986480570032	0.29849441527794096	0.15970986480570032	0.35501519969708556
949	0.4901795983314514	0.5072992653690562	0.24866775013244435	0.33930161851413815	0.20394992290692193	0.3789198923446737
951	0.2786210775375366	0.5676717893817564	0.15816532564520652	0.0766490055305738	0.058707211108393234	0.15816532564520652
955	0.858189046382904	0.5020365810004266	0.43084229469808966	0.21369072360309413	0.05847255831007119	0.5315976023958295
995	0.8475430607795715	0.6643305356665689	0.563048735568176	0.37981139179646756	0.3383241155240403	0.7395545824923425
1018	0.5815234780311584	0.3577907180257385	0.20806370275359293	0.34032579082176334	0.1079922863223796	0.37950610142805236
1180	0.6836807131767273	0.4831290162618611	0.3303059903942799	0.4231623311178838	0.24765911282268485	0.46876231622786685
1233	0.7129530906677246	0.431716942698253	0.30779392859034044	0.4634238957563338	0.2710801151480527	0.510709475701586
1328	0.5452265739440918	0.5436011540436547	0.29638579481127636	0.3305463333014799	0.1445151917315349	0.38436726183877545
1406	0.6062307357788086	0.5907905910538368	0.3581554147057647	0.4653294844232696	0.3581554147057647	0.6653416629024579
1417	0.575433075428009	0.44410286199862936	0.25555147568625197	0.14081715289239305	0.07395197916636384	0.2976092167976073
1448	0.6649556159973145	0.4921031763922331	0.32722677079213247	0.45240504799947723	0.32722677079213247	0.48738439075965845
1479	0.6154974699020386	0.5361565234057948	0.33000298362773983	0.33655571796597905	0.2503062689240133	0.4741592605179158
1548	0.539259672164917	0.4404690431492577	0.2375271918074634	0.2648549043205048	0.15895962397997482	0.37493083873821204
1558	0.5668692588806152	0.6552851719166128	0.37146101975982687	0.22812298482434099	0.15028235143365365	0.37146101975982687
1647	0.24842791259288788	0.4720157942699438	0.11726189848135614	0.35815633130729696	0.10430947556450347	0.4786590347983424
1806	0.572206974029541	0.5182717734157253	0.2965587231911361	0.26620395485407594	0.1939448823133662	0.3173803047265509
1821	0.19701170921325684	0.3907561988829834	0.07698354662761188	0.07231331084118195	0.008537448140409363	0.14529261799420318
1877	0.858680009841919	0.3612147398738367	0.3101678763899123	0.24022082468057465	0.12714247901994621	0.3455062607675154
1884	0.8310227394104004	0.48909788173548807	0.40645146151964934	0.08503363329833016	0.05075002637033534	0.4881495506323482
1890	0.2268427014350891	0.4902346548789749	0.11120615344984525	0.35734932380956386	0.11120615344984525	0.4326634422978892
2000	0.601856529712677	0.5221576036480077	0.3142639632946774	0.2909523943686532	0.19943544288500603	0.35817455769702333
2028	0.2799472510814667	0.4944994581202843	0.13843376396204843	0.2090336240928641	0.131049127401985	0.29082638174208697
2106	0.8425676226615906	0.5207513337976447	0.4387682133157339	0.1996531278667951	0.08836185432549899	0.4481193101490304
2153	0.5114148259162903	0.5006400874857138	0.25603476318822266	0.3883397372183939	0.1720362705823213	0.5147006555603331
2160	0.586855411529541	0.5461420796896457	0.3205064349298664	0.3185485453471873	0.2360510942056599	0.48882102349565637
2229	0.54274982213974	0.4924678129926643	0.26728681791131526	0.3613083421454401	0.26728681791131526	0.4332916707432173
2244	0.7025919556617737	0.6374202004756615	0.4478463052305149	0.2429924381416142	0.07556075970105712	0.46694009627300126
2448	0.5388122200965881	0.5166224680978893	0.2783624989876025	0.20148497034855983	0.13070877018294888	0.36053536796203023
2483	0.4522542953491211	0.5424480420151645	0.24532445700507866	0.18191308540097692	0.0834252741013782	0.3935598994726585
2758	0.44017529487609863	0.489668029818773	0.21553976941687666	0.29583174343438146	0.18126635449774234	0.33060419021125603
2867	0.5006966590881348	0.4581770300008102	0.22940770819232978	0.26451667748370894	0.07153595125852771	0.45804925703917065
2872	0.5841139554977417	0.42217126371713154	0.24659612674729395	0.07078942144300764	0.025758757381912554	0.2531709728986643
