topic_id	nDCG	AWRF	Score	median	min	max
187	0.599475085735321	0.49102851962688676	0.2943593639018157	0.31281877825659926	0.27425392543862404	0.4134141637550896
270	0.7041601538658142	0.4695186892498201	0.33061635246502874	0.17049131470141315	0.05455747341361031	0.38907418979509995
359	0.8537375926971436	0.493546553535242	0.4213592464991494	0.45362191970850324	0.38028423248490123	0.5233537631882254
365	0.6073133945465088	0.4409417938415161	0.267789857615318	0.3575598496771326	0.17529000175662765	0.3832884900054575
400	0.033965058624744415	0.32643649271216413	0.011087434612224608	0.16443692575600732	0.003379344499766366	0.2521675091229893
404	0.01954955980181694	0.3156786078128164	0.006171377821590971	0.0248588791704231	0.006171377821590971	0.3848513796847834
480	0.9083340167999268	0.6920107039868328	0.6285768624209049	0.27563869259327856	0.10947365381467937	0.6285768624209049
517	0.7082523703575134	0.4633786010156069	0.3281889925422521	0.23176379500827812	0.0860676480508328	0.44654550028858536
568	0.40363308787345886	0.4498030560793944	0.18155539646024454	0.28504907297610543	0.10337243696844156	0.3678282676411363
596	0.646303653717041	0.6828020307366547	0.4412974472305153	0.22516891381227297	0.1778802744193214	0.4412974472305153
715	0.635969877243042	0.5834390311448525	0.3710496490159912	0.35612235506320317	0.3215811710077239	0.38783806688558403
807	0.7988830804824829	0.5936913688307186	0.4742899895873464	0.20601542481249033	0.1527543053823013	0.4742899895873464
834	0.6452184319496155	0.6018460576116942	0.3883221695672753	0.19782754909140093	0.056138618937483786	0.3883221695672753
881	0.8183514475822449	0.53586319692785	0.4385244229119556	0.29834267349933113	0.21985746058754924	0.4490277646485727
883	0.4230966866016388	0.5598404432604587	0.23686663656909282	0.29849441527794096	0.15970986480570032	0.35501519969708556
949	0.7327113151550293	0.517147592110681	0.3789198923446737	0.33930161851413815	0.20394992290692193	0.3789198923446737
951	0.21886898577213287	0.6058186153665279	0.13259490590714984	0.0766490055305738	0.058707211108393234	0.15816532564520652
955	0.9635006785392761	0.5499448973842567	0.5298722817889439	0.21369072360309413	0.05847255831007119	0.5315976023958295
995	0.9697479009628296	0.762625607911153	0.7395545824923425	0.37981139179646756	0.3383241155240403	0.7395545824923425
1018	0.40244266390800476	0.3701450694887194	0.14896216779745378	0.34032579082176334	0.1079922863223796	0.37950610142805236
1180	0.512908399105072	0.535492989452843	0.2746588519522469	0.4231623311178838	0.24765911282268485	0.46876231622786685
1233	0.8499544262886047	0.44717668913921704	0.380079806266961	0.4634238957563338	0.2710801151480527	0.510709475701586
1328	0.3653807044029236	0.4674470450098779	0.1707961305767743	0.3305463333014799	0.1445151917315349	0.38436726183877545
1406	0.9206135272979736	0.7186636041503118	0.6616114355574932	0.4653294844232696	0.3581554147057647	0.6653416629024579
1417	0.6141796112060547	0.46701382538599356	0.28683036970342185	0.14081715289239305	0.07395197916636384	0.2976092167976073
1448	0.8494800329208374	0.5002525462966825	0.4249545494968386	0.45240504799947723	0.32722677079213247	0.48738439075965845
1479	0.674490749835968	0.5871008990396762	0.3959941256226422	0.33655571796597905	0.2503062689240133	0.4741592605179158
1548	0.798555850982666	0.4695111034210562	0.37493083873821204	0.2648549043205048	0.15895962397997482	0.37493083873821204
1558	0.5323601961135864	0.6789011053380402	0.36141992557948965	0.22812298482434099	0.15028235143365365	0.37146101975982687
1647	0.283828467130661	0.3908617096046806	0.11093767989716605	0.35815633130729696	0.10430947556450347	0.4786590347983424
1806	0.5940768122673035	0.5266201469674168	0.3128528181861418	0.26620395485407594	0.1939448823133662	0.3173803047265509
1821	0.18526874482631683	0.4192889833511243	0.07768114366496526	0.07231331084118195	0.008537448140409363	0.14529261799420318
1877	0.979823112487793	0.3526210561519285	0.3455062607675154	0.24022082468057465	0.12714247901994621	0.3455062607675154
1884	0.9105190634727478	0.5361222737836271	0.4881495506323482	0.08503363329833016	0.05075002637033534	0.4881495506323482
1890	0.5105270743370056	0.5935355339513091	0.3030159596632143	0.35734932380956386	0.11120615344984525	0.4326634422978892
2000	0.6084773540496826	0.5603133164283395	0.3409379642191186	0.2909523943686532	0.19943544288500603	0.35817455769702333
2028	0.34975093603134155	0.5131790575964165	0.1794848557460284	0.2090336240928641	0.131049127401985	0.29082638174208697
2106	0.815798282623291	0.5493016100843611	0.4481193101490304	0.1996531278667951	0.08836185432549899	0.4481193101490304
2153	0.5651558637619019	0.5450787902070456	0.30805447449775536	0.3883397372183939	0.1720362705823213	0.5147006555603331
2160	0.5851210355758667	0.6011078084228095	0.351720823357094	0.3185485453471873	0.2360510942056599	0.48882102349565637
2229	0.6735133528709412	0.5286848976818561	0.3560763380499374	0.3613083421454401	0.26728681791131526	0.4332916707432173
2244	0.2466006577014923	0.689655823944826	0.1700695797724587	0.2429924381416142	0.07556075970105712	0.46694009627300126
2448	0.6841534376144409	0.5246405930958099	0.3589346652785775	0.20148497034855983	0.13070877018294888	0.36053536796203023
2483	0.34665781259536743	0.5285253328451902	0.18321743578535216	0.18191308540097692	0.0834252741013782	0.3935598994726585
2758	0.47567018866539	0.50319182225097	0.2393533490250003	0.29583174343438146	0.18126635449774234	0.33060419021125603
2867	0.803547203540802	0.4846034178320491	0.38940172122525785	0.26451667748370894	0.07153595125852771	0.45804925703917065
2872	0.5778113007545471	0.43048504426633216	0.24873912338290818	0.07078942144300764	0.025758757381912554	0.2531709728986643
