topic_id	nDCG	AWRF	Score	median	min	max
187	0.5769985914230347	0.48042567628273036	0.27720493849859423	0.31281877825659926	0.27425392543862404	0.4134141637550896
270	0.695220410823822	0.46863216034944866	0.32580264304339895	0.17049131470141315	0.05455747341361031	0.38907418979509995
359	0.8728880882263184	0.5294315533946208	0.46213449648932053	0.45362191970850324	0.38028423248490123	0.5233537631882254
365	0.613662600517273	0.4369644274965926	0.26814872691110037	0.3575598496771326	0.17529000175662765	0.3832884900054575
400	0.010629842057824135	0.3179110735026385	0.003379344499766366	0.16443692575600732	0.003379344499766366	0.2521675091229893
404	0.07954184710979462	0.32780868985386136	0.02607450868961792	0.0248588791704231	0.006171377821590971	0.3848513796847834
480	0.8836482167243958	0.68518841443793	0.6054655205382931	0.27563869259327856	0.10947365381467937	0.6285768624209049
517	0.7939478158950806	0.5624368394856771	0.44654550028858536	0.23176379500827812	0.0860676480508328	0.44654550028858536
568	0.4071486294269562	0.4501995588766513	0.18329813336524883	0.28504907297610543	0.10337243696844156	0.3678282676411363
596	0.6393325924873352	0.6762945916341887	0.4323771745546495	0.22516891381227297	0.1778802744193214	0.4412974472305153
715	0.6038451790809631	0.5752384272363427	0.3473549511087809	0.35612235506320317	0.3215811710077239	0.38783806688558403
807	0.7871420979499817	0.5931730557641516	0.46691148356159573	0.20601542481249033	0.1527543053823013	0.4742899895873464
834	0.6106599569320679	0.5582613918764086	0.3409078775200839	0.19782754909140093	0.056138618937483786	0.3883221695672753
881	0.81678706407547	0.5356902111487365	0.4375448348181451	0.29834267349933113	0.21985746058754924	0.4490277646485727
883	0.38736197352409363	0.5280458789588229	0.20454489378475432	0.29849441527794096	0.15970986480570032	0.35501519969708556
949	0.7244367003440857	0.5167877610935727	0.3743800204248355	0.33930161851413815	0.20394992290692193	0.3789198923446737
951	0.21864424645900726	0.6054886138397213	0.1323866017124947	0.0766490055305738	0.058707211108393234	0.15816532564520652
955	0.9653856754302979	0.5506582663544106	0.5315976023958295	0.21369072360309413	0.05847255831007119	0.5315976023958295
995	0.9636210203170776	0.7611761625908551	0.7334853504368376	0.37981139179646756	0.3383241155240403	0.7395545824923425
1018	0.40277814865112305	0.370117381854131	0.14907519384680765	0.34032579082176334	0.1079922863223796	0.37950610142805236
1180	0.4896032512187958	0.5279597616457081	0.25849081581443917	0.4231623311178838	0.24765911282268485	0.46876231622786685
1233	0.8244092464447021	0.4701208100374321	0.3875719427409324	0.4634238957563338	0.2710801151480527	0.510709475701586
1328	0.3279974162578583	0.44059856745311343	0.1445151917315349	0.3305463333014799	0.1445151917315349	0.38436726183877545
1406	0.9218407869338989	0.7217533356442456	0.6653416629024579	0.4653294844232696	0.3581554147057647	0.6653416629024579
1417	0.6218825578689575	0.4785617686680951	0.2976092167976073	0.14081715289239305	0.07395197916636384	0.2976092167976073
1448	0.8180748820304871	0.4924503677042358	0.4028612764655127	0.45240504799947723	0.32722677079213247	0.48738439075965845
1479	0.6737040877342224	0.5864186074518896	0.39507261296374835	0.33655571796597905	0.2503062689240133	0.4741592605179158
1548	0.7373765110969543	0.45890759618430466	0.33838768219027254	0.2648549043205048	0.15895962397997482	0.37493083873821204
1558	0.5338481068611145	0.6716327950730117	0.35854989615556615	0.22812298482434099	0.15028235143365365	0.37146101975982687
1647	0.26558512449264526	0.47185064834100066	0.12531651318158005	0.35815633130729696	0.10430947556450347	0.4786590347983424
1806	0.5887423753738403	0.5300397767094296	0.3120568771825295	0.26620395485407594	0.1939448823133662	0.3173803047265509
1821	0.06543430685997009	0.3347435538280651	0.021903712420582526	0.07231331084118195	0.008537448140409363	0.14529261799420318
1877	0.979823112487793	0.3526210561519285	0.3455062607675154	0.24022082468057465	0.12714247901994621	0.3455062607675154
1884	0.8960340619087219	0.5353998049650865	0.479736461988004	0.08503363329833016	0.05075002637033534	0.4881495506323482
1890	0.5022236108779907	0.5842740550487573	0.2934362256689128	0.35734932380956386	0.11120615344984525	0.4326634422978892
2000	0.6224045157432556	0.5559111298106708	0.34600159754609666	0.2909523943686532	0.19943544288500603	0.35817455769702333
2028	0.34474584460258484	0.5121180211773686	0.17655055974699638	0.2090336240928641	0.131049127401985	0.29082638174208697
2106	0.815798282623291	0.5493016100843611	0.4481193101490304	0.1996531278667951	0.08836185432549899	0.4481193101490304
2153	0.5645681023597717	0.5420790657350459	0.30604054947099285	0.3883397372183939	0.1720362705823213	0.5147006555603331
2160	0.5845362544059753	0.6004228598733048	0.35096892957006537	0.3185485453471873	0.2360510942056599	0.48882102349565637
2229	0.6877405047416687	0.5328531770302547	0.36646471292398913	0.3613083421454401	0.26728681791131526	0.4332916707432173
2244	0.23480454087257385	0.6825650811667907	0.1602693804990194	0.2429924381416142	0.07556075970105712	0.46694009627300126
2448	0.6861172318458557	0.5254719619737356	0.36053536796203023	0.20148497034855983	0.13070877018294888	0.36053536796203023
2483	0.34483322501182556	0.527539321057994	0.18191308540097692	0.18191308540097692	0.0834252741013782	0.3935598994726585
2758	0.4406510293483734	0.5036774863900777	0.22194600283738908	0.29583174343438146	0.18126635449774234	0.33060419021125603
2867	0.8813510537147522	0.49109369246012946	0.43282594332240354	0.26451667748370894	0.07153595125852771	0.45804925703917065
2872	0.586013674736023	0.4320222954058338	0.2531709728986643	0.07078942144300764	0.025758757381912554	0.2531709728986643
