0.0068	1.0000
0.1131	1.0000
0.1455	1.0000
0.5403	0.9536
0.8423	0.9536
0.5209	0.8191
0.1422	0.7387
0.2053	0.9186
0.0422	0.7268
0.2715	0.5871
0.1564	0.8490
0.1299	0.8536
0.4225	0.6990
0.0905	0.8402
0.1600	0.8082
0.0435	0.6206
0.5488	0.7088
0.1783	0.6680
0.2209	0.7840
0.4710	0.6557
0.0493	0.8314
0.1147	0.8954
0.0891	0.5959
0.2440	0.7119
0.2104	0.7371
0.0000	0.7392
0.0272	0.8381
0.2377	0.7438
0.0045	0.8237
0.0499	0.8768
0.0497	0.8552
0.0371	0.6948
0.6042	0.8809
0.5989	0.7232
0.2591	0.7871
0.2760	0.8938
0.0876	0.7438
0.4119	0.6526
0.4609	0.7979
0.8763	0.6448
0.0888	0.7582
0.0307	0.7175
0.0959	0.7247
0.0580	0.7448
0.0000	0.8263
0.0000	0.8103
0.0000	0.4510
0.0557	0.7134
1.0000	0.8861
0.1741	0.7665
0.4364	0.7108
0.0013	0.4840
0.7457	0.7201
0.1154	0.7314
0.7471	0.7598
0.2027	0.7835
0.0324	0.7490
0.2564	0.7608
0.7299	0.7423
0.0802	0.7144
0.2834	0.7644
0.0918	0.7732
0.1135	0.7814
0.1905	0.8943
0.6161	0.8948
0.8466	0.7211
0.0063	0.7758
0.0769	0.7371
0.4147	0.8804
0.2337	0.7325
0.1840	0.9247
0.5298	0.7515
0.2848	0.6582
0.2436	0.8644
0.1222	0.7830
0.6949	0.6990
0.0476	0.7804
0.0121	0.8479
0.2439	0.6840
0.1381	0.6747
0.6394	0.8943
0.1139	0.7747
0.0372	0.8830
0.5000	0.8686
0.1080	0.7500
0.8135	0.8433
0.7000	0.9129
0.1437	0.7691
0.0000	0.6201
0.1550	0.9459
0.0650	0.8876
0.4363	0.8686
0.0017	0.8505
0.4575	0.5845
0.1031	0.8634
0.0425	0.8387
0.2970	1.0000
