0.0068	1.0000
0.1131	1.0000
0.1455	1.0000
0.5403	1.0000
0.8423	1.0000
0.5209	0.9845
0.1422	0.7613
0.2053	0.8402
0.0422	0.7330
0.2715	0.8418
0.1564	0.7613
0.1299	0.6284
0.4225	0.8613
0.0905	0.8407
0.1600	0.7892
0.0435	0.5160
0.5488	0.9258
0.1783	0.7052
0.2209	0.8170
0.4710	0.6098
0.0493	0.7041
0.1147	0.6789
0.0891	0.6747
0.2440	0.8201
0.2104	0.6247
0.0000	0.7021
0.0272	0.7943
0.2377	0.8057
0.0045	0.8278
0.0499	0.7727
0.0497	0.8376
0.0371	0.7902
0.6042	0.8474
0.5989	0.7814
0.2591	0.6644
0.2760	0.8165
0.0876	0.5211
0.4119	0.8278
0.4609	0.6649
0.8763	0.8649
0.0888	0.7057
0.0307	0.7160
0.0959	0.5794
0.0580	0.4840
0.0000	0.7722
0.0000	0.8376
0.0000	0.8582
0.0557	0.8134
1.0000	0.7381
0.1741	0.6856
0.4364	0.7505
0.0013	0.8464
0.7457	0.7732
0.1154	0.7675
0.7471	0.7814
0.2027	0.6804
0.0324	0.7108
0.2564	0.7247
0.7299	0.7835
0.0802	0.7969
0.2834	0.7624
0.0918	0.8005
0.1135	0.7845
0.1905	0.7711
0.6161	0.7495
0.8466	0.8500
0.0063	0.8031
0.0769	0.7928
0.4147	0.7990
0.2337	0.8304
0.1840	0.8093
0.5298	0.8381
0.2848	0.7227
0.2436	0.7289
0.1222	0.6098
0.6949	0.4546
0.0476	0.8418
0.0121	0.7232
0.2439	0.8954
0.1381	0.9309
0.6394	0.8541
0.1139	0.8392
0.0372	0.7820
0.5000	0.7979
0.1080	0.7165
0.8135	0.7418
0.7000	0.8536
0.1437	0.8206
0.0000	0.7314
0.1550	0.9222
0.0650	0.9057
0.4363	0.7521
0.0017	0.8294
0.4575	0.7392
0.1031	0.8876
0.0425	0.8057
0.2970	1.0000
