0.0068	1.0000
0.1131	1.0000
0.1455	0.8340
0.5403	0.8670
0.8423	0.8423
0.5209	0.7675
0.1422	0.7881
0.2053	0.6567
0.0422	0.7211
0.2715	0.7345
0.1564	0.7840
0.1299	0.7794
0.4225	0.8629
0.0905	0.7881
0.1600	0.7093
0.0435	0.6835
0.5488	0.6335
0.1783	0.6985
0.2209	0.7304
0.4710	0.5892
0.0493	0.7887
0.1147	0.7505
0.0891	0.7474
0.2440	0.7005
0.2104	0.7990
0.0000	0.7015
0.0272	0.8521
0.2377	0.6361
0.0045	0.8129
0.0499	0.7974
0.0497	0.8371
0.0371	0.4881
0.6042	0.7459
0.5989	0.7933
0.2591	0.6273
0.2760	0.7737
0.0876	0.6521
0.4119	0.8479
0.4609	0.6747
0.8763	0.7716
0.0888	0.8593
0.0307	0.7686
0.0959	0.7830
0.0580	0.7510
0.0000	0.5655
0.0000	0.6216
0.0000	0.4732
0.0557	0.6237
1.0000	0.7918
0.1741	0.6979
0.4364	0.8041
0.0013	0.7727
0.7457	0.7856
0.1154	0.8227
0.7471	0.7510
0.2027	0.6742
0.0324	0.7479
0.2564	0.6619
0.7299	0.6871
0.0802	0.6119
0.2834	0.7696
0.0918	0.7015
0.1135	0.7562
0.1905	0.8541
0.6161	0.8005
0.8466	0.6505
0.0063	0.7356
0.0769	0.8052
0.4147	0.8113
0.2337	0.7784
0.1840	0.8335
0.5298	0.7907
0.2848	0.7129
0.2436	0.5732
0.1222	0.8036
0.6949	0.7675
0.0476	0.7526
0.0121	0.7175
0.2439	0.7320
0.1381	0.5325
0.6394	0.6237
0.1139	0.7433
0.0372	0.7072
0.5000	0.8237
0.1080	0.7211
0.8135	0.7866
0.7000	0.7990
0.1437	0.8515
0.0000	0.5454
0.1550	0.7072
0.0650	0.7644
0.4363	0.8046
0.0017	0.7825
0.4575	0.7820
0.1031	0.8108
0.0425	0.8299
0.2970	0.9639
