0.0056	0.5103
0.0189	0.7769
0.2500	0.8078
0.0024	0.6866
0.5000	0.8548
0.0047	0.8482
0.0127	0.8891
0.1429	0.8734
0.2000	0.8672
0.2500	0.7398
0.0074	0.7367
0.0000	0.7722
0.0000	0.7452
0.0053	0.7687
0.0015	0.7047
0.1000	0.6375
0.0256	0.8027
0.0526	0.8532
1.0000	0.8351
0.0909	0.7270
0.0097	0.7485
0.0204	0.7963
0.0000	0.8751
0.0037	0.8066
0.0039	0.7965
0.0000	0.6588
0.0046	0.5773
0.1250	0.8070
0.0909	0.7093
0.0076	0.7951
0.0042	0.7522
0.0135	0.8229
0.0055	0.7402
0.0067	0.7381
0.0152	0.7532
0.0013	0.8410
0.5000	0.7126
0.0323	0.7584
0.0016	0.8159
0.0000	0.8285
0.0476	0.7103
0.0018	0.7132
0.0032	0.7732
0.0022	0.7396
0.0000	0.7256
0.0017	0.6755
0.0024	0.5946
0.0059	0.8538
1.0000	0.7363
0.0013	0.7225
0.0000	0.7219
0.0037	0.7866
0.0110	0.8355
0.0000	0.7206
0.0476	0.8256
0.0169	0.8060
0.0014	0.7452
0.0000	0.7478
0.1000	0.6369
0.0028	0.6262
0.0250	0.8305
0.0016	0.8555
0.0625	0.8532
0.0041	0.7713
0.0145	0.8594
0.0000	0.6004
0.2500	0.6821
0.0000	0.7499
0.3333	0.7740
1.0000	0.5245
0.0500	0.7744
0.0046	0.8419
0.0095	0.8658
1.0000	0.8744
0.0015	0.8000
0.0769	0.7478
0.0038	0.7765
0.0294	0.8291
0.0043	0.6676
0.0056	0.5128
0.0055	0.7984
0.0556	0.7765
0.0020	0.7682
0.0000	0.6668
0.0022	0.7287
0.0000	0.7414
0.0000	0.5629
0.0000	0.6462
0.0156	0.8052
0.0036	0.6099
0.0012	0.6495
0.0043	0.7592
0.0128	0.6581
0.0024	0.8272
0.0054	0.5773
1.0000	0.8140
0.0263	0.7957
