0.0068	1.0000
0.1131	0.9273
0.1455	0.8608
0.5403	0.8634
0.8423	0.6294
0.5209	0.8485
0.1422	0.7675
0.2053	0.7969
0.0422	0.7340
0.2715	0.7242
0.1564	0.7990
0.1299	0.6314
0.4225	0.8423
0.0905	0.8278
0.1600	0.8273
0.0435	0.8088
0.5488	0.7340
0.1783	0.7046
0.2209	0.7273
0.4710	0.7948
0.0493	0.8149
0.1147	0.8134
0.0891	0.7794
0.2440	0.8206
0.2104	0.8309
0.0000	0.6155
0.0272	0.8186
0.2377	0.7438
0.0045	0.7206
0.0499	0.8015
0.0497	0.7438
0.0371	0.6639
0.6042	0.7948
0.5989	0.7995
0.2591	0.8294
0.2760	0.5268
0.0876	0.7397
0.4119	0.7665
0.4609	0.6995
0.8763	0.8124
0.0888	0.7933
0.0307	0.8273
0.0959	0.6990
0.0580	0.6773
0.0000	0.5871
0.0000	0.6160
0.0000	0.4263
0.0557	0.6897
1.0000	0.7320
0.1741	0.5706
0.4364	0.6686
0.0013	0.7716
0.7457	0.8361
0.1154	0.8046
0.7471	0.7995
0.2027	0.5577
0.0324	0.6593
0.2564	0.7371
0.7299	0.7928
0.0802	0.7464
0.2834	0.5015
0.0918	0.6448
0.1135	0.7881
0.1905	0.8639
0.6161	0.8304
0.8466	0.5402
0.0063	0.7418
0.0769	0.7686
0.4147	0.7289
0.2337	0.6866
0.1840	0.7366
0.5298	0.8325
0.2848	0.7918
0.2436	0.7876
0.1222	0.7495
0.6949	0.7763
0.0476	0.7505
0.0121	0.4938
0.2439	0.6670
0.1381	0.8268
0.6394	0.5830
0.1139	0.7572
0.0372	0.7809
0.5000	0.6897
0.1080	0.7887
0.8135	0.8191
0.7000	0.5639
0.1437	0.6366
0.0000	0.7856
0.1550	0.7222
0.0650	0.7789
0.4363	0.8660
0.0017	0.7381
0.4575	0.7598
0.1031	0.8077
0.0425	0.7361
0.2970	0.7763
