0.1379	0.9464
0.3800	0.9144
0.4963	0.7412
0.7397	0.4418
0.7521	0.8428
0.7539	0.7371
0.1317	0.5227
0.2812	0.7866
0.1389	0.8552
0.3511	0.8366
0.5402	0.6036
0.4090	0.6753
0.4693	0.5830
0.5180	0.6691
0.4198	0.7634
0.2654	0.5469
0.6338	0.7206
0.6300	0.7242
0.7509	0.7923
0.4751	0.5902
0.1252	0.6763
0.3695	0.6289
0.2959	0.7216
0.4619	0.6974
0.5739	0.7469
0.0000	0.7325
0.2060	0.8036
0.5393	0.7928
0.0636	0.7799
0.1628	0.8376
0.2930	0.7835
0.1223	0.5851
0.6794	0.5351
0.7714	0.7649
0.6477	0.6954
0.5025	0.5021
0.3485	0.8469
0.6478	0.7345
0.4554	0.8278
0.9724	0.7361
0.3299	0.7670
0.2292	0.6634
0.3773	0.7835
0.5553	0.7861
0.3842	0.7691
0.0000	0.7041
0.0666	0.6670
0.3830	0.7943
1.0000	0.7088
0.6771	0.5345
0.5961	0.7495
0.0879	0.7758
0.9337	0.6165
0.1564	0.6603
0.8553	0.8149
0.4519	0.7052
0.1629	0.8289
0.7713	0.7340
0.8164	0.6747
0.6114	0.7742
0.2110	0.7557
0.5839	0.6165
0.5331	0.7716
0.6106	0.8062
0.6867	0.7371
0.9773	0.7567
0.0000	0.8062
0.6021	0.7088
0.6541	0.7675
0.4630	0.8510
0.4923	0.7175
0.7857	0.8418
0.5576	0.7825
0.2662	0.8263
0.3442	0.6613
0.9171	0.8113
0.6834	0.6216
0.1363	0.8309
0.7190	0.8273
0.4976	0.5258
0.9436	0.7273
0.1909	0.5964
0.4556	0.7536
0.7045	0.6015
0.1713	0.5629
0.9218	0.6706
0.8812	0.7969
0.3474	0.7227
0.0000	0.7572
0.2520	0.8093
0.4103	0.7314
0.7737	0.8108
0.0784	0.8572
0.9739	0.8804
0.0767	0.8237
0.0784	0.7897
0.4229	0.7237
