0.1379	0.9443
0.3800	0.8985
0.4963	0.8278
0.7397	0.8438
0.7521	0.8479
0.7539	0.7031
0.1317	0.5454
0.2812	0.7165
0.1389	0.7974
0.3511	0.8289
0.5402	0.6438
0.4090	0.6907
0.4693	0.7593
0.5180	0.7474
0.4198	0.6809
0.2654	0.6959
0.6338	0.7464
0.6300	0.6892
0.7509	0.7814
0.4751	0.7418
0.1252	0.7536
0.3695	0.8454
0.2959	0.8335
0.4619	0.6742
0.5739	0.7361
0.0000	0.6680
0.2060	0.7557
0.5393	0.5412
0.0636	0.8160
0.1628	0.7974
0.2930	0.7907
0.1223	0.6356
0.6794	0.8139
0.7714	0.8015
0.6477	0.8340
0.5025	0.8701
0.3485	0.8655
0.6478	0.7479
0.4554	0.7809
0.9724	0.7881
0.3299	0.6335
0.2292	0.7495
0.3773	0.8495
0.5553	0.8242
0.3842	0.7928
0.0000	0.8196
0.0666	0.7247
0.3830	0.7041
1.0000	0.7237
0.6771	0.5820
0.5961	0.8057
0.0879	0.7253
0.9337	0.4144
0.1564	0.6943
0.8553	0.6851
0.4519	0.7242
0.1629	0.7088
0.7713	0.7201
0.8164	0.7716
0.6114	0.6686
0.2110	0.6902
0.5839	0.6232
0.5331	0.8500
0.6106	0.8706
0.6867	0.8835
0.9773	0.8113
0.0000	0.8129
0.6021	0.7356
0.6541	0.7706
0.4630	0.8186
0.4923	0.8021
0.7857	0.7856
0.5576	0.8232
0.2662	0.8304
0.3442	0.7175
0.9171	0.7784
0.6834	0.7351
0.1363	0.8160
0.7190	0.7485
0.4976	0.7289
0.9436	0.8021
0.1909	0.7649
0.4556	0.7253
0.7045	0.7680
0.1713	0.4670
0.9218	0.8309
0.8812	0.8459
0.3474	0.7603
0.0000	0.6479
0.2520	0.7840
0.4103	0.8742
0.7737	0.8990
0.0784	0.8552
0.9739	0.8201
0.0767	0.7639
0.0784	0.8366
0.4229	0.7314
